sbjNo;sbjlevel;studyPrg;sbjName;elective;numCurr;numSchd;srvProvider;srvClient;sbjNotes;lecNo;lecName;lec1stn;lecRoom;lecNotes;isprof;lecDept;supervisor;term;cntLec;cntCurr;cntSchd;assNotes
3SWB-9192;7;SWB;Informationspsychologie;W;2;2;IT;IT;;1203;LB Scholz;Florian;;;FALSCH;IT;Schmidt;WS1415;2;0;0;
3SWB-919a;7;SWB;Data Mining;W;2;2;IT;IT;;1157;LB Theis;Florian;;;FALSCH;IT;;WS1516;1,5;2;2;Bergmeir
3TIB_5013;5;TIB;Betriebliche Praxis;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1415;0;0;0;
3TIB_6013;6;TIB;Digitale Signalverarbeitung;P;3;4;IT;IT;;7;H�fer;Karlheinz;F1.452;;WAHR;IT;;SS15;4;4;4;
3TIB_6013;6;TIB;Digitale Signalverarbeitung;P;3;4;IT;IT;;7;H�fer;Karlheinz;F1.452;;WAHR;IT;;WS1516;4;4;4;
3TIB_6113;6;TIB;Labor Digitale Signalverarbeitung;P;1;2;IT;IT;;7;H�fer;Karlheinz;F1.452;;WAHR;IT;;SS15;2;1;4;
3TIB_6113;6;TIB;Labor Digitale Signalverarbeitung;P;1;2;IT;IT;;7;H�fer;Karlheinz;F1.452;;WAHR;IT;;WS1516;1;1;4;
3WFB_5013;5;WKB;Betriebliche Praxis;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;SS15;0;0;0;
3WFB_5013;5;WKB;Betriebliche Praxis;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1415;0;0;0;
3WFB_5013;5;WKB;Betriebliche Praxis;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1516;0;0;0;
8000007-SWB;7;SWB;Programmieren in C#;W;2;2;IT;IT;Blockseminar;15;Melcher;Harald;F1.457;;WAHR;IT;;SS15;2;0;0;
8006001-SWB;7;SWB;Game Engineering;W;2;2;IT;IT;;15;Melcher;Harald;F1.457;;WAHR;IT;;SS15;2;0;0;
AN_999100;1;AN;Vorlesungen AN," Export;P;0;0;IT;AN;;15;Melcher;Harald;F1.457;;WAHR;IT;;SS15;1;0;0;"
AN_999100;1;AN;Vorlesungen AN," Export;P;0;0;IT;AN;;15;Melcher;Harald;F1.457;;WAHR;IT;;WS1415;1;0;0;"
AN_999100;1;AN;Vorlesungen AN," Export;P;0;0;IT;AN;;15;Melcher;Harald;F1.457;;WAHR;IT;;WS1516;1;0;0;"
ASM_999993;1;ASM;Bachelorarbeiten ASM," Export;P;0;0;IT;GS;;999;IT-Prof;�;F 1.3;;WAHR;IT;;SS15;0;0;0;"
ASM_999993;1;ASM;Bachelorarbeiten ASM," Export;P;0;0;IT;GS;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1415;5;0;0;"
ASM_999993;1;ASM;Bachelorarbeiten ASM," Export;P;0;0;IT;GS;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1516;0;0;0;"
ASM_999995;1;ASM;Vorlesungen ASM," Neutral;P;0;0;GS;GS;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;SS15;6;0;0;"
ASM_999995;1;ASM;Vorlesungen ASM," Neutral;P;0;0;GS;GS;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;WS1415;1",5;0;0;
ASM_999995;1;ASM;Vorlesungen ASM," Neutral;P;0;0;GS;GS;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;WS1516;0;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;15;Melcher;Harald;F1.457;;WAHR;IT;;SS15;2;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;15;Melcher;Harald;F1.457;;WAHR;IT;;WS1415;0;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;15;Melcher;Harald;F1.457;;WAHR;IT;;WS1516;0;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;21;Zieher;Martin;F1.354;;WAHR;IT;;SS15;2;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;21;Zieher;Martin;F1.354;;WAHR;IT;;WS1415;0;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;21;Zieher;Martin;F1.354;;WAHR;IT;;WS1516;0;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;22;Zimmermann;Werner;F1.351;;WAHR;IT;;SS15;0;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;22;Zimmermann;Werner;F1.351;;WAHR;IT;;WS1415;4;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;22;Zimmermann;Werner;F1.351;;WAHR;IT;;WS1516;4;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;1022;Lindermeir;Walter Matthias;F1.451;;WAHR;IT;;SS15;0;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;1022;Lindermeir;Walter Matthias;F1.451;;WAHR;IT;;WS1415;2;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;1022;Lindermeir;Walter Matthias;F1.451;;WAHR;IT;;WS1516;2;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;1053;Friedrich;J�rg;;;WAHR;IT;;SS15;6;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;1053;Friedrich;J�rg;;;WAHR;IT;;WS1415;0;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;1053;Friedrich;J�rg;;;WAHR;IT;;WS1516;0;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;1070;Beck;Astrid;;;WAHR;IT;;SS15;4;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;1070;Beck;Astrid;;;WAHR;IT;;WS1415;0;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;1070;Beck;Astrid;;;WAHR;IT;;WS1516;0;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;1116;LB Meroth;;;;FALSCH;IT;Beck;SS15;0;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;1116;LB Meroth;;;;FALSCH;IT;Beck;WS1415;0;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;1116;LB Meroth;;;;FALSCH;IT;Beck;WS1516;0;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;1192;LB Kull;Hermann;;;FALSCH;IT;;SS15;0;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;1192;LB Kull;Hermann;;;FALSCH;IT;;WS1415;8;0;0;"
ASM_999999;1;ASM;Vorlesungen ASM," Export;P;0;0;IT;GS;;1192;LB Kull;Hermann;;;FALSCH;IT;;WS1516;8;0;0;"
HHZ_999999;2;HHZ;Service Science Computing," Export;P;2;2;IT;HHZ;Herman-Hollerith-Zentrum;1013;LB nn;;;;FALSCH;IT;;SS15;0;0;0;"
HHZ_999999;2;HHZ;Service Science Computing," Export;P;2;2;IT;HHZ;Herman-Hollerith-Zentrum;1013;LB nn;;;;FALSCH;IT;;WS1415;0;0;0;"
HHZ_999999;2;HHZ;Service Science Computing," Export;P;2;2;IT;HHZ;Herman-Hollerith-Zentrum;1013;LB nn;;;;FALSCH;IT;;WS1516;0;0;0;"
PromKoll;8;SWT;Promotion;P;0;0;IT;IT;Promotionskolleg Hybrid;16;Nonnast;J�rgen;F1.454;;WAHR;IT;;SS15;0,6;0;0;
PromKoll;8;SWT;Promotion;P;0;0;IT;IT;Promotionskolleg Hybrid;16;Nonnast;J�rgen;F1.454;;WAHR;IT;;WS1415;0,6;0;0;
PromKoll;8;SWT;Promotion;P;0;0;IT;IT;Promotionskolleg Hybrid;16;Nonnast;J�rgen;F1.454;;WAHR;IT;;WS1516;0,6;0;0;
WFB_999999;1;WFB;Vorlesungen WFB," Export;P;0;0;IT;WI;Service an WI durch Kollegen Hesse ab SS13;1122;Rodach;Thomas;;;WAHR;IT;;SS15;0",5;0;0;
WFB_999999;1;WFB;Vorlesungen WFB," Export;P;0;0;IT;WI;Service an WI durch Kollegen Hesse ab SS13;1125;Hesse;Dirk;;;WAHR;IT;;SS15;8;0;0;"
WFB_999999;1;WFB;Vorlesungen WFB," Export;P;0;0;IT;WI;Service an WI durch Kollegen Hesse ab SS13;1125;Hesse;Dirk;;;WAHR;IT;;WS1415;10;0;0;"
WFB_999999;1;WFB;Vorlesungen WFB," Export;P;0;0;IT;WI;Service an WI durch Kollegen Hesse ab SS13;1125;Hesse;Dirk;;;WAHR;IT;;WS1516;4;0;0;"
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
